episode_counter,sim_step,sim_time,dt,dt_real_time,valid_actions,total_reward,machines_working,machines_changeover,machines_broken,machines_idle,processed_orders,transp_working,transp_walking,transp_handling,transp_idle,machines_total,selected_idle,forced_idle,threshold_waiting,finished_orders,order_waiting_time,alpha,inventory
2,1000,751.16738,751.16738,1.15263,165,102.24725,0.50768,0.0,0.12937,0.36295,112.0,0.6592,0.3783,0.2809,0.3408,1.0,0,128,0,46,197.97977,3.19613,81.076
3,1000,2201.16814,1450.00076,1.01438,87,26.78177,0.16333,0.0,0.15213,0.68455,65.0,0.78069,0.58965,0.19103,0.21931,1.0,0,159,88,106,916.67835,65.99492,45.71033
4,1000,3044.66886,843.50071,1.00199,186,103.95252,0.48616,0.0,0.19548,0.31836,116.0,0.73918,0.40012,0.33906,0.26082,1.0,0,110,27,82,435.894,5.4215,82.37539
5,1000,4390.16961,1345.50076,0.97438,92,22.84855,0.15396,0.0,0.13868,0.70735,63.0,0.76217,0.57414,0.18803,0.23783,1.0,0,160,73,97,838.30035,70.2912,45.22832
6,1000,5250.00365,859.83404,1.8655,184,90.45056,0.47299,0.0,0.12864,0.39837,120.0,0.72088,0.39058,0.3303,0.27912,1.0,0,120,28,82,495.18479,7.85377,81.87735
7,1000,6736.0044,1486.00075,0.88961,120,30.56262,0.18059,0.0,0.16136,0.66022,74.0,0.80215,0.60565,0.1965,0.19785,1.00217,0,147,73,111,745.33407,47.11071,42.06173
8,1000,7584.33844,848.33404,0.90553,182,81.16327,0.38694,0.0,0.12182,0.48744,110.0,0.72416,0.39293,0.33124,0.27583,0.9962,0,117,30,78,487.24675,13.11342,87.495
9,1000,9154.83918,1570.50074,0.64176,131,34.70951,0.20179,0.0,0.12201,0.67658,91.0,0.82299,0.61923,0.20376,0.17701,1.00038,0,139,72,123,707.73075,44.9208,40.24954
10,1000,10102.83995,948.00078,0.4944,78,16.09074,0.14017,0.0,0.18696,0.67223,47.0,0.66034,0.50633,0.15401,0.33966,0.99937,0,161,34,49,723.98755,69.66388,37.69539
11,1000,10825.17402,722.33407,0.82326,141,56.66806,0.38254,0.0,0.10569,0.51177,90.0,0.62898,0.34379,0.28519,0.37102,1.0,0,134,18,56,405.68576,10.28675,75.80424
12,1000,12234.17477,1409.00075,0.66509,109,27.01964,0.15981,0.0,0.20226,0.63793,70.0,0.77999,0.58907,0.19092,0.22001,1.0,0,155,74,101,793.35154,64.85174,42.54939
13,1000,13020.6755,786.50073,0.87738,163,70.32894,0.4086,0.0,0.15554,0.43585,99.0,0.69739,0.37826,0.31914,0.30261,1.0,0,119,29,70,522.57809,11.67863,82.9103
14,1000,14270.84293,1250.16743,0.625,81,18.82436,0.15823,0.0,0.11718,0.72459,62.0,0.74723,0.55926,0.18797,0.25277,1.0,0,158,67,94,813.2817,71.62781,36.99427
15,1000,15005.177,734.33407,0.86016,147,67.55592,0.44078,0.0,0.11185,0.44736,92.0,0.64049,0.35179,0.2887,0.35951,1.0,0,132,21,55,478.78482,8.46673,82.99038
16,1000,16267.67777,1262.50077,0.61074,78,22.1351,0.14482,0.0,0.2191,0.63608,52.0,0.74337,0.55644,0.18693,0.25663,1.0,0,162,69,95,841.5959,66.06649,35.01324
